working,lot,year,collectible,edition,name,condition,uncleaned
Goblin Artisans,,1994,Magic The Gathering,Antiquities,Goblin Artisans,U3 R BGS 9 MINT (PWCC),1994 Magic The Gathering MTG Antiquities Goblin Artisans U3 R BGS 9 MINT (PWCC)
Golgothian Sylex,,1994,Magic The Gathering,Antiquities,Golgothian Sylex,U1 A BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Golgothian Sylex U1 A BGS 9.5 (PWCC)
Grapeshot Catapult,,1994,Magic The Gathering,Antiquities,Grapeshot Catapult,C4 A BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Grapeshot Catapult C4 A BGS 9.5 (PWCC)
Haunting Wind,,1994,Magic The Gathering,Antiquities,Haunting Wind,U3 K BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Haunting Wind U3 K BGS 9.5 GEM (PWCC)
Hurkyl's Recall,,1994,Magic The Gathering,Antiquities,Hurkyl's Recall,U1 B BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Hurkyl's Recall U1 B BGS 9.5 GEM (PWCC)
Ivory Tower,,1994,Magic The Gathering,Antiquities,Ivory Tower,U3 A BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Antiquities Ivory Tower U3 A BGS 9.5 GEM MT (PWCC)
Jalum Tome,,1994,Magic The Gathering,Antiquities,Jalum Tome,U2 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Jalum Tome U2 A BGS 9.5 GEM MINT (PWCC)
Martyrs Of Korlis,,1994,Magic The Gathering,Antiquities,Martyrs Of Korlis,U3 W BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Martyrs Of Korlis U3 W BGS 9.5 (PWCC)
Mightstone,,1994,Magic The Gathering,Antiquities,Mightstone,U3 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Mightstone U3 A BGS 9.5 GEM MINT (PWCC)
Millstone,,1994,Magic The Gathering,Antiquities,Millstone,U3 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Millstone U3 A BGS 9.5 GEM MINT (PWCC)
Mishra's Factory Autumn,,1994,Magic The Gathering,Antiquities,Mishra's Factory Autumn,U1 L BGS 9.5 (PWCC),1994 Magic The Gathering Antiquities Mishra's Factory Autumn U1 L BGS 9.5 (PWCC)
Mishra's Factory Spring,,1994,Magic The Gathering,Antiquities,Mishra's Factory Spring,C1 L BGS 9.5 (PWCC),1994 Magic The Gathering Antiquities Mishra's Factory Spring C1 L BGS 9.5 (PWCC)
Mishra's Factory Summer,,1994,Magic The Gathering,Antiquities,Mishra's Factory Summer,U1 L BGS 9 (PWCC),1994 Magic The Gathering Antiquities Mishra's Factory Summer U1 L BGS 9 (PWCC)
Mishra's Factory Winter,,1994,Magic The Gathering,Antiquities,Mishra's Factory Winter,BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Mishra's Factory Winter BGS 9.5 (PWCC)
Mishras War Machine,,1994,Magic The Gathering,Antiquities,Mishras War Machine,U1 A BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Mishras War Machine U1 A BGS 9.5 (PWCC)
Obelisk Of Undoing,,1994,Magic The Gathering,Antiquities,Obelisk Of Undoing,U1 A BGS 9 MT (PWCC),1994 Magic The Gathering MTG Antiquities Obelisk Of Undoing U1 A BGS 9 MT (PWCC)
Onulet,,1994,Magic The Gathering,Antiquities,Onulet,U3 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Onulet U3 A BGS 9.5 GEM MINT (PWCC)
Orcish Merchanics,,1994,Magic The Gathering,Antiquities,Orcish Merchanics,C4 R BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Orcish Merchanics C4 R BGS 9.5 (PWCC)
Ornithopter,,1994,Magic The Gathering,Antiquities,Ornithopter,C4 A BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Antiquities Ornithopter C4 A BGS 9.5 GEM MT (PWCC)
Phyrexian Gremlins,,1994,Magic The Gathering,Antiquities,Phyrexian Gremlins,C4 K BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Phyrexian Gremlins C4 K BGS 9.5 (PWCC)
Powerleech,,1994,Magic The Gathering,Antiquities,Powerleech,U3 G BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Powerleech U3 G BGS 9.5 GEM MINT (PWCC)
Priest Of Yawgmoth,,1994,Magic The Gathering,Antiquities,Priest Of Yawgmoth,C 4 K BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Priest Of Yawgmoth C 4 K BGS 9.5 (PWCC)
Primal Clay,,1994,Magic The Gathering,Antiquities,Primal Clay,U3 A BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Antiquities Primal Clay U3 A BGS 9.5 GEM MT (PWCC)
Rakalite,,1994,Magic The Gathering,Antiquities,Rakalite,U3 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Rakalite U3 A BGS 9.5 GEM MINT (PWCC)
Reconstruction,,1994,Magic The Gathering,Antiquities,Reconstruction,C4 B BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Reconstruction C4 B BGS 9.5 GEM (PWCC)
Reverse Polarity,,1994,Magic The Gathering,Antiquities,Reverse Polarity,C4 W BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Reverse Polarity C4 W BGS 9.5 (PWCC)
Rocket Launcher,,1994,Magic The Gathering,Antiquities,Rocket Launcher,U3 A BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Rocket Launcher U3 A BGS 9.5 GEM (PWCC)
Sage Of Lat-Nam,,1994,Magic The Gathering,Antiquities,Sage Of Lat-Nam,C4 B BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Sage Of Lat-Nam C4 B BGS 9.5 GEM (PWCC)
Shapeshifter,,1994,Magic The Gathering,Antiquities,Shapeshifter,U1 A BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Antiquities Shapeshifter U1 A BGS 9.5 GEM MT (PWCC)
Shatterstorm,,1994,Magic The Gathering,Antiquities,Shatterstorm,U1 R BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Antiquities Shatterstorm U1 R BGS 9.5 GEM MT (PWCC)
Staff Of Zegon,,1994,Magic The Gathering,Antiquities,Staff Of Zegon,"C4 A, AUTO BGS 9.5 (PWCC)","1994 Magic The Gathering Antiquities Staff Of Zegon C4 A, AUTO BGS 9.5 (PWCC)"
Strip Mine Horizon Uneven,,1994,Magic The Gathering,Antiquities,Strip Mine Horizon Uneven,BGS 9 (PWCC),1994 Magic The Gathering MTG Antiquities Strip Mine Horizon Uneven BGS 9 (PWCC)
Strip Mine No Horizon,,1994,Magic The Gathering,Antiquities,Strip Mine No Horizon,C1 L BGS 9.5 (PWCC),1994 Magic The Gathering Antiquities Strip Mine No Horizon C1 L BGS 9.5 (PWCC)
Strip Mine Tower Forest,,1994,Magic The Gathering,Antiquities,Strip Mine Tower Forest,BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Strip Mine Tower Forest BGS 9.5 (PWCC)
Su-Chi,,1994,Magic The Gathering,Antiquities,Su-Chi,U3 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Su-Chi U3 A BGS 9.5 GEM MINT (PWCC)
Tawnos's Coffin,,1994,Magic The Gathering,Antiquities,Tawnos's Coffin,U1 A BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Tawnos's Coffin U1 A BGS 9.5 GEM (PWCC)
Tawnos's Wand,,1994,Magic The Gathering,Antiquities,Tawnos's Wand,U3 A BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Tawnos's Wand U3 A BGS 9.5 GEM (PWCC)
Tetravus,,1994,Magic The Gathering,Antiquities,Tetravus,U1 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Tetravus U1 A BGS 9.5 GEM MINT (PWCC)
The Rack,,1994,Magic The Gathering,Antiquities,The Rack,U3 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities The Rack U3 A BGS 9.5 GEM MINT (PWCC)
Titania's Song,,1994,Magic The Gathering,Antiquities,Titania's Song,U3 G BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Titania's Song U3 G BGS 9.5 GEM (PWCC)
Transmute Artifact,,1994,Magic The Gathering,Antiquities,Transmute Artifact,U3 B BGS 9 MT (PWCC),1994 Magic The Gathering MTG Antiquities Transmute Artifact U3 B BGS 9 MT (PWCC)
Triskelion,,1994,Magic The Gathering,Antiquities,Triskelion,U1 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Triskelion U1 A BGS 9.5 GEM MINT (PWCC)
Urza's Avenger,,1994,Magic The Gathering,Antiquities,Urza's Avenger,U1 A BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Avenger U1 A BGS 9.5 GEM (PWCC)
Urza's Chalice,,1994,Magic The Gathering,Antiquities,Urza's Chalice,C4 A BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Chalice C4 A BGS 9.5 GEM (PWCC)
Urza's Mine Clawed Sphere,,1994,Magic The Gathering,Antiquities,Urza's Mine Clawed Sphere,BGS 9.5 (PWCC),1994 Magic The Gathering Antiquities Urza's Mine Clawed Sphere BGS 9.5 (PWCC)
Urza's Mine Mouth,,1994,Magic The Gathering,Antiquities,Urza's Mine Mouth,C1 L BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Mine Mouth C1 L BGS 9.5 (PWCC)
Urza's Mine Pulley,,1994,Magic The Gathering,Antiquities,Urza's Mine Pulley,C1 L BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Mine Pulley C1 L BGS 9.5 (PWCC)
Urza's Mine Tower,,1994,Magic The Gathering,Antiquities,Urza's Mine Tower,C2 L BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Mine Tower C2 L BGS 9.5 (PWCC)
Urza's Miter,,1994,Magic The Gathering,Antiquities,Urza's Miter,U1 A BGS 9 MINT (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Miter U1 A BGS 9 MINT (PWCC)
Urza's Power Plant Bug,,1994,Magic The Gathering,Antiquities,Urza's Power Plant Bug,BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Power Plant Bug BGS 9.5 (PWCC)
Urzas Power Plant Columns,,1994,Magic The Gathering,Antiquities,Urzas Power Plant Columns,C1 BGS 9.5 (PWCC),1994 Magic The Gathering Antiquities Urzas Power Plant Columns C1 BGS 9.5 (PWCC)
Urza's Power Plant Rock In Pot,,1994,Magic The Gathering,Antiquities,Urza's Power Plant Rock In Pot,BGS 9.5 PWCC,1994 Magic The Gathering Antiquities Urza's Power Plant Rock In Pot BGS 9.5 PWCC
Urza's Power Plant Sphere,,1994,Magic The Gathering,Antiquities,Urza's Power Plant Sphere,BGS 9.5 (PWCC),1994 Magic The Gathering Antiquities Urza's Power Plant Sphere BGS 9.5 (PWCC)
Urza's Tower Forest,,1994,Magic The Gathering,Antiquities,Urza's Tower Forest,C2 L BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Tower Forest C2 L BGS 9.5 (PWCC)
Urza's Tower Mountains,,1994,Magic The Gathering,Antiquities,Urza's Tower Mountains,C1 L BGS 9.5 (PWCC),1994 Magic The Gathering Antiquities Urza's Tower Mountains C1 L BGS 9.5 (PWCC)
Urza's Tower Plains,,1994,Magic The Gathering,Antiquities,Urza's Tower Plains,C1 L BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Tower Plains C1 L BGS 9.5 (PWCC)
Urza's Towers Shore,,1994,Magic The Gathering,Antiquities,Urza's Towers Shore,C1 L BGS 9.5 (PWCC),1994 Magic The Gathering MTG Antiquities Urza's Towers Shore C1 L BGS 9.5 (PWCC)
Wall Of Spears,,1994,Magic The Gathering,Antiquities,Wall Of Spears,U3 A BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Wall Of Spears U3 A BGS 9.5 GEM (PWCC)
Weakstone,,1994,Magic The Gathering,Antiquities,Weakstone,U3 A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Antiquities Weakstone U3 A BGS 9.5 GEM MINT (PWCC)
Antiquitie Xenic Poltergeist FRAZIER,,1994,Magic The Gathering,,Antiquitie Xenic Poltergeist FRAZIER,AUTO BGS 9.5(PWCC),1994 Magic The Gathering Antiquitie Xenic Poltergeist FRAZIER AUTO BGS 9.5(PWCC)
Antiquites Yawgmoth Demon,,1994,Magic The Gathering,,Antiquites Yawgmoth Demon,U3 K BGS 9 MINT (PWCC),1994 Magic The Gathering MTG Antiquites Yawgmoth Demon U3 K BGS 9 MINT (PWCC)
Yotian Soldier,,1994,Magic The Gathering,Antiquities,Yotian Soldier,C4 A BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Antiquities Yotian Soldier C4 A BGS 9.5 GEM (PWCC)
Aisling Leprechaun,,1994,Magic The Gathering,Legends,Aisling Leprechaun,C G BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Legends Aisling Leprechaun C G BGS 9.5 GEM (PWCC)
Alchor's Tomb,,1994,Magic The Gathering,Legends,Alchor's Tomb,R A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Alchor's Tomb R A BGS 9.5 GEM MINT (PWCC)
Angelic Voices,,1994,Magic The Gathering,Legends,Angelic Voices,R W BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Legends Angelic Voices R W BGS 9.5 GEM (PWCC)
Angus Mackenzie,,1994,Magic The Gathering,Legends,Angus Mackenzie,R D BGS 9 MINT (PWCC),1994 Magic The Gathering MTG Legends Angus Mackenzie R D BGS 9 MINT (PWCC)
Bartel Runeaxe,,1994,Magic The Gathering,Legends,Bartel Runeaxe,R D BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Bartel Runeaxe R D BGS 9.5 GEM MINT (PWCC)
Boris Devilboon,,1994,Magic The Gathering,Legends,Boris Devilboon,R D BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Boris Devilboon R D BGS 9.5 GEM MINT (PWCC)
Bronze Horse,,1994,Magic The Gathering,Legends,Bronze Horse,R A AUTO BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Legends Bronze Horse R A AUTO BGS 9.5 GEM MT (PWCC)
Chain Lightning,,1994,Magic The Gathering,Legends,Chain Lightning,C R BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Chain Lightning C R BGS 9.5 GEM MINT (PWCC)
Chromium,,1994,Magic The Gathering,Legends,Chromium,R D BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Chromium R D BGS 9.5 GEM MINT (PWCC)
Cleanse,,1994,Magic The Gathering,Legends,Cleanse,R W BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Cleanse R W BGS 9.5 GEM MINT (PWCC)
Crimson Manticore,,1994,Magic The Gathering,Legends,Crimson Manticore,R R BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Legends Crimson Manticore R R BGS 9.5 GEM MT (PWCC)
Dakkon Blackblade,,1994,Magic The Gathering,Legends,Dakkon Blackblade,R D BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Legends Dakkon Blackblade R D BGS 9.5 GEM MT (PWCC)
Darkness,,1994,Magic The Gathering,Legends,Darkness,C K BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Darkness C K BGS 9.5 GEM MINT (PWCC)
Demonic Torment,,1994,Magic The Gathering,Legends,Demonic Torment,U K BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Demonic Torment U K BGS 9.5 GEM MINT (PWCC)
Devouring Deep,,1994,Magic The Gathering,Legends,Devouring Deep,C B BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Devouring Deep C B BGS 9.5 GEM MINT (PWCC)
Disharmony,,1994,Magic The Gathering,Legends,Disharmony,R R BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Disharmony R R BGS 9.5 GEM MINT (PWCC)
Divine Offering,,1994,Magic The Gathering,Legends,Divine Offering,"C W, AUTO BGS 9.5 (PWCC)","1994 Magic The Gathering MTG Legends Divine Offering C W, AUTO BGS 9.5 (PWCC)"
Energy Tap,,1994,Magic The Gathering,Legends,Energy Tap,C B BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Energy Tap C B BGS 9.5 GEM MINT (PWCC)
Falling Star,,1994,Magic The Gathering,Legends,Falling Star,R R BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Falling Star R R BGS 9.5 GEM MINT (PWCC)
Fire Sprites,,1994,Magic The Gathering,Legends,Fire Sprites,C G BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Fire Sprites C G BGS 9.5 GEM MINT (PWCC)
Fortified Area,,1994,Magic The Gathering,Legends,Fortified Area,U W BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Fortified Area U W BGS 9.5 GEM MINT (PWCC)
Glyph Of Doom,,1994,Magic The Gathering,Legends,Glyph Of Doom,C K BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Glyph Of Doom C K BGS 9.5 GEM MINT (PWCC)
Gwendlyn Di Corci,,1994,Magic The Gathering,Legends,Gwendlyn Di Corci,R D BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Legends Gwendlyn Di Corci R D BGS 9.5 GEM (PWCC)
Holy Day,,1994,Magic The Gathering,Legends,Holy Day,C W BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Holy Day C W BGS 9.5 GEM MINT (PWCC)
Hornet Cobra,,1994,Magic The Gathering,Legends,Hornet Cobra,C G BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Hornet Cobra C G BGS 9.5 GEM MINT (PWCC)
Jerrard Of The Closed Fist,,1994,Magic The Gathering,Legends,Jerrard Of The Closed Fist,U D BGS 9.5 (PWCC),1994 Magic The Gathering Legends Jerrard Of The Closed Fist U D BGS 9.5 (PWCC)
Karakas,,1994,Magic The Gathering,Legends,Karakas,U L BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Karakas U L BGS 9.5 GEM MINT (PWCC)
Keepers Of The Faith,,1994,Magic The Gathering,Legends,Keepers Of The Faith,C W BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Legends Keepers Of The Faith C W BGS 9.5 GEM (PWCC)
Kobolds Of Kher Keep,,1994,Magic The Gathering,Legends,Kobolds Of Kher Keep,C R BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Legends Kobolds Of Kher Keep C R BGS 9.5 GEM (PWCC)
Lady Caleria,,1994,Magic The Gathering,Legends,Lady Caleria,R D BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Lady Caleria R D BGS 9.5 GEM MINT (PWCC)
Living Plane,,1994,Magic The Gathering,Legends,Living Plane,R G BGS 9.5 (PWCC),1994 Magic The Gathering MTG Legends Living Plane R G BGS 9.5 (PWCC)
Mountain Stronghold,,1994,Magic The Gathering,Legends,Mountain Stronghold,U L BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Legends Mountain Stronghold U L BGS 9.5 GEM (PWCC)
Nebuchadnezzar,,1994,Magic The Gathering,Legends,Nebuchadnezzar,R D BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Nebuchadnezzar R D BGS 9.5 GEM MINT (PWCC)
Nova Pentacle,,1994,Magic The Gathering,Legends,Nova Pentacle,R A BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Nova Pentacle R A BGS 9.5 GEM MINT (PWCC)
Quagmire,,1994,Magic The Gathering,Legends,Quagmire,U K BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Quagmire U K BGS 9.5 GEM MINT (PWCC)
Ring Of Immortals,,1994,Magic The Gathering,Legends,Ring Of Immortals,R A BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Legends Ring Of Immortals R A BGS 9.5 GEM MT (PWCC)
Rohgahh Of Kher Keep,,1994,Magic The Gathering,Legends,Rohgahh Of Kher Keep,R D BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Legends Rohgahh Of Kher Keep R D BGS 9.5 GEM (PWCC)
Segovian Leviathan,,1994,Magic The Gathering,Legends,Segovian Leviathan,U B BGS 9.5 GEM (PWCC),1994 Magic The Gathering MTG Legends Segovian Leviathan U B BGS 9.5 GEM (PWCC)
Spinal Villain,,1994,Magic The Gathering,Legends,Spinal Villain,R R BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Spinal Villain R R BGS 9.5 GEM MINT (PWCC)
Teleport,,1994,Magic The Gathering,Legends,Teleport,R B BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Teleport R B BGS 9.5 GEM MINT (PWCC)
Tobias Andrion,,1994,Magic The Gathering,Legends,Tobias Andrion,U D BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Tobias Andrion U D BGS 9.5 GEM MINT (PWCC)
Transmutation,,1994,Magic The Gathering,Legends,Transmutation,C K BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Transmutation C K BGS 9.5 GEM MINT (PWCC)
Tuknir Deathlock,,1994,Magic The Gathering,Legends,Tuknir Deathlock,R D BGS 9.5 GEM MT (PWCC),1994 Magic The Gathering MTG Legends Tuknir Deathlock R D BGS 9.5 GEM MT (PWCC)
Typhoon,,1994,Magic The Gathering,Legends,Typhoon,R G BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Typhoon R G BGS 9.5 GEM MINT (PWCC)
Untamed Wilds,,1994,Magic The Gathering,Legends,Untamed Wilds,U G BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Untamed Wilds U G BGS 9.5 GEM MINT (PWCC)
Wall Of Heat,,1994,Magic The Gathering,Legends,Wall Of Heat,C R BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Wall Of Heat C R BGS 9.5 GEM MINT (PWCC)
Willow Satyr,,1994,Magic The Gathering,Legends,Willow Satyr,R G BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Willow Satyr R G BGS 9.5 GEM MINT (PWCC)
Winds Of Change,,1994,Magic The Gathering,Legends,Winds Of Change,U R BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Winds Of Change U R BGS 9.5 GEM MINT (PWCC)
Zephyr Falcon,,1994,Magic The Gathering,Legends,Zephyr Falcon,C B BGS 9.5 GEM MINT (PWCC),1994 Magic The Gathering MTG Legends Zephyr Falcon C B BGS 9.5 GEM MINT (PWCC)
Dual Lands Volcanic Island SGC 8/88 (PWCC),,1994,Magic The Gathering,Revised,,,1994 Magic The Gathering MTG Revised Dual Lands Volcanic Island SGC 8/88 (PWCC)
Lion's Eye Diamond,,1996,Magic The Gathering,Mirage,Lion's Eye Diamond,R A BGS 9.5 GEM MT (PWCC),1996 Magic The Gathering MTG Mirage Lion's Eye Diamond R A BGS 9.5 GEM MT (PWCC)
Starlit Angel S-Chinese Alt Art,,1997,Magic The Gathering,Portal,Starlit Angel S-Chinese Alt Art,BGS 9 (PWCC),1997 Magic The Gathering MTG Portal Starlit Angel S-Chinese Alt Art BGS 9 (PWCC)
Ancestral Recall,,1993,Magic The Gathering,Alpha,Ancestral Recall,R B BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Ancestral Recall R B BGS 9 MINT (PWCC)
Animate Wall,,1993,Magic The Gathering,Alpha,Animate Wall,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Animate Wall R W BGS 9 MINT (PWCC)
Aspect Of Wolf,,1993,Magic The Gathering,Alpha,Aspect Of Wolf,R G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Aspect Of Wolf R G BGS 9 MINT (PWCC)
Balance,,1993,Magic The Gathering,Alpha,Balance,R W BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Balance R W BGS 8.5 NM-MT+ (PWCC)
Balance,,1993,Magic The Gathering,Alpha,Balance,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Balance R W BGS 9 MINT (PWCC)
Benalish Hero,,1993,Magic The Gathering,Alpha,Benalish Hero,C W BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Benalish Hero C W BGS 9.5 GEM MINT (PWCC)
Circle Of Protection White,,1993,Magic The Gathering,Alpha,Circle Of Protection White,C W BGS 9.5 (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection White C W BGS 9.5 (PWCC)
Death Ward,,1993,Magic The Gathering,Alpha,Death Ward,C W BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Death Ward C W BGS 9.5 GEM MINT (PWCC)
Demonic Tutor,,1993,Magic The Gathering,Alpha,Demonic Tutor,U K BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Demonic Tutor U K BGS 9 MINT (PWCC)
Dual Land Badlands,,1993,Magic The Gathering,Alpha,Dual Land Badlands,R L BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Dual Land Badlands R L BGS 9 MINT (PWCC)
Dual Land Bayou,,1993,Magic The Gathering,Alpha,Dual Land Bayou,R L BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Dual Land Bayou R L BGS 9 MINT (PWCC)
Black Lotus,,1993,Magic The Gathering,Alpha,Black Lotus,R A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Black Lotus R A BGS 9 MINT (PWCC)
Blue Elemental Blast,,1993,Magic The Gathering,Alpha,Blue Elemental Blast,C B BGS 9.5 GEM (PWCC),1993 Magic The Gathering MTG Alpha Blue Elemental Blast C B BGS 9.5 GEM (PWCC)
Castle,,1993,Magic The Gathering,Alpha,Castle,U W BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Castle U W BGS 9.5 GEM MINT (PWCC)
Channel,,1993,Magic The Gathering,Alpha,Channel,U G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Channel U G BGS 9 MINT (PWCC)
Circle Of Protection Green,,1993,Magic The Gathering,Alpha,Circle Of Protection Green,C W BGS 9.5 (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection Green C W BGS 9.5 (PWCC)
Circle Of Protection Red,,1993,Magic The Gathering,Alpha,Circle Of Protection Red,C W BGS 9.5 (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection Red C W BGS 9.5 (PWCC)
Circle Of Protection White,,1993,Magic The Gathering,Alpha,Circle Of Protection White,C W BGS 9.5 (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection White C W BGS 9.5 (PWCC)
Cockatrice,,1993,Magic The Gathering,Alpha,Cockatrice,R G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Cockatrice R G BGS 9 MINT (PWCC)
Contract From Below,,1993,Magic The Gathering,Alpha,Contract From Below,R K BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Contract From Below R K BGS 9 MINT (PWCC)
